"truckpatent","device_id","marca-equipo","fecha_inicio","fecha_fin","tiempo_encendido_total","horometro_inicio","horometro_fin","geocerca_origen","geocerca_destino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-28 10:42:39","2024-06-28 13:26:26","2,5330555555555554","416761,0","425880,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-28 11:07:26","2024-06-28 11:54:34","0,7713888888888889","580143,0","582920,0","Muro Norte","Muro Norte"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-28 12:08:51","2024-06-28 12:39:56","0,48","582970,0","584698,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-28 14:59:10","2024-06-28 15:24:56","0,42916666666666664","948015,0","949560,0","Parqueo Casino","Sin Registro"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-28 15:01:06","2024-06-28 15:34:05","0,54","584760,0","586704,0","Muro Norte","Muro Norte"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-28 15:39:14","2024-06-28 16:04:33","0,4075","586712,0","588179,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-28 16:52:49","2024-06-28 17:50:29","0,8816666666666667","425934,0","429108,0","Estacion de bombeo","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-28 16:59:07","2024-06-28 18:50:39","1,8586111111111112","949613,0","956304,0","Sin Registro","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-28 18:05:00","2024-06-28 20:12:32","2,0630555555555556","429148,0","436575,0","Pretil Principal T3","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 08:00:53","2024-06-29 08:19:08","0,30416666666666664","956319,0","957414,0","Parqueo Casino","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 08:47:10","2024-06-29 08:49:11","0,03361111111111111","436640,0","436761,0","Pretil Principal T3","Pretil Principal T3"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 09:04:27","2024-06-29 09:50:40","0,6502777777777777","436772,0","439113,0","Pretil Principal T3","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 09:25:30","2024-06-29 09:40:03","0,24194444444444443","957475,0","958346,0","Parqueo Casino","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 09:49:57","2024-06-29 10:06:35","0,275","958372,0","959362,0","Estacion de bombeo","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 09:57:13","2024-06-29 10:29:33","0,5127777777777778","439135,0","440981,0","Estacion de bombeo","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 10:30:31","2024-06-29 10:44:30","0,23333333333333334","959426,0","960266,0","Pretil Diagonal","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 10:39:04","2024-06-29 10:49:04","0,16305555555555556","441006,0","441593,0","Pretil Principal T3","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 10:51:05","2024-06-29 12:41:07","1,7569444444444444","960291,0","966616,0","Sin Registro","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 10:54:35","2024-06-29 11:18:35","0,3975","588202,0","589633,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 10:54:48","2024-06-29 11:20:58","0,37583333333333335","441613,0","442966,0","Pretil Principal T3","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 11:27:31","2024-06-29 11:50:22","0,2633333333333333","589654,0","590602,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 11:28:24","2024-06-29 11:42:29","0,23333333333333334","442999,0","443839,0","Pretil Principal T3","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 11:54:49","2024-06-29 12:43:24","0,6794444444444444","443847,0","446293,0","Estacion de bombeo","Pretil Principal T3"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 12:53:11","2024-06-29 14:06:01","1,173888888888889","446316,0","450542,0","Pretil Principal T3","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 13:53:22","2024-06-29 17:22:05","3,4794444444444443","966672,0","979198,0","Parqueo Casino","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 15:24:58","2024-06-29 17:08:37","1,6452777777777778","450569,0","456492,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 16:00:22","2024-06-29 16:51:53","0,7794444444444445","590628,0","593434,0","Muro Norte","Taller Maquinarias"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 17:15:41","2024-06-29 18:04:07","0,7591666666666667","456513,0","459246,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 17:18:53","2024-06-29 17:48:07","0,225","593495,0","594305,0","Taller Maquinarias","Taller Maquinarias"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-29 18:03:15","2024-06-29 18:44:56","0,6958333333333333","979212,0","981717,0","Sin Registro","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 18:12:32","2024-06-29 18:15:47","0,05444444444444444","594371,0","594567,0","Sin Registro","Sin Registro"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-29 18:21:43","2024-06-29 18:27:49","0,1","594599,0","594959,0","Sin Registro","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-29 18:40:13","2024-06-29 18:40:58","0,012222222222222223","459273,0","459317,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-30 08:12:32","2024-06-30 08:25:32","0,21666666666666667","981744,0","982524,0","Sin Registro","Sin Registro"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-06-30 08:30:45","2024-06-30 08:59:30","0,4791666666666667","595027,0","596752,0","Parqueo Casino","Parqueo Casino"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-30 08:40:34","2024-06-30 08:59:59","0,3252777777777778","982545,0","983716,0","Sin Registro","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-30 08:57:41","2024-06-30 08:59:56","0,0375","459371,0","459506,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-30 09:11:36","2024-06-30 10:23:23","1,1266666666666667","983957,0","988013,0","Sin Registro","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-30 09:21:53","2024-06-30 09:36:54","0,25","460066,0","460966,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-30 09:50:20","2024-06-30 12:10:10","2,093888888888889","460983,0","468521,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-30 10:48:35","2024-06-30 11:33:36","0,75","988043,0","990743,0","Estacion de bombeo","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-06-30 12:22:56","2024-06-30 12:35:43","0,22194444444444444","990758,0","991557,0","Pretil Principal T3","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-06-30 12:30:31","2024-06-30 12:31:52","0,020833333333333332","468572,0","468647,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 11:47:22","2024-07-01 11:51:22","0,018055555555555554","468717,0","468782,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 12:37:50","2024-07-01 12:46:48","0,07666666666666666","468801,0","469077,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 12:40:09","2024-07-01 13:03:54","0,3958333333333333","598653,0","600078,0","Parqueo Casino","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 13:05:50","2024-07-01 13:08:22","0,021944444444444444","469141,0","469220,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 13:46:41","2024-07-01 14:04:03","0,2877777777777778","600150,0","601186,0","Sin Registro","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-01 14:09:11","2024-07-01 15:07:43","0,9380555555555555","991609,0","994986,0","Parqueo Casino","Parqueo Casino"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-01 15:12:53","2024-07-01 15:20:54","0,13333333333333333","995017,0","995497,0","Parqueo Casino","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 15:15:42","2024-07-01 15:20:11","0,07138888888888889","469292,0","469549,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 15:35:17","2024-07-01 15:55:47","0,2922222222222222","601258,0","602310,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 15:45:45","2024-07-01 16:20:20","0,575","469549,0","471619,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 16:03:27","2024-07-01 16:07:13","0,06277777777777778","602359,0","602585,0","Muro Norte","Muro Norte"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 16:18:26","2024-07-01 16:34:45","0,21138888888888888","602605,0","603366,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 16:31:41","2024-07-01 16:43:31","0,19611111111111112","471629,0","472335,0","Pretil Principal T3","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 16:40:15","2024-07-01 17:08:31","0,4686111111111111","603371,0","605058,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-01 16:46:29","2024-07-01 17:05:29","0,31666666666666665","995504,0","996644,0","Parqueo Casino","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 17:19:10","2024-07-01 17:38:55","0,32722222222222225","605080,0","606258,0","Muro Norte","Muro Norte"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-01 17:48:14","2024-07-01 18:42:20","0,8125","606277,0","609202,0","Muro Norte","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-01 18:52:43","2024-07-01 19:15:25","0,3794444444444444","472396,0","473762,0","Estacion de bombeo","Taller Maquinarias"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 07:50:37","2024-07-02 08:17:22","0,44583333333333336","609227,0","610832,0","Parqueo Casino","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 08:00:07","2024-07-02 08:17:22","0,2875","609797,0","610832,0","Parqueo Casino","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 08:26:34","2024-07-02 08:33:34","0,11666666666666667","610864,0","611284,0","Parqueo Casino","Parqueo Casino"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 08:47:03","2024-07-02 09:19:25","0,5375","996710,0","998645,0","Parqueo Casino","Sin Registro"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 08:59:19","2024-07-02 09:17:21","0,3","611353,0","612433,0","Sin Registro","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-02 09:01:17","2024-07-02 09:02:17","0,016666666666666666","473806,0","473866,0","Parqueo Casino","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-02 09:33:19","2024-07-02 10:26:54","0,5088888888888888","473866,0","475698,0","Sin Registro","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 10:48:26","2024-07-02 11:11:28","0,3836111111111111","612489,0","613870,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 10:51:25","2024-07-02 11:48:00","0,9422222222222222","998731,0","1002123,0","Sin Registro","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-02 10:54:15","2024-07-02 12:39:29","1,3127777777777778","475751,0","480477,0","Pretil Principal T3","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 11:52:09","2024-07-02 11:54:55","0,04611111111111111","613930,0","614096,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 12:02:02","2024-07-02 12:07:16","0,08722222222222223","1002136,0","1002450,0","Muro Norte","Muro Norte"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 12:04:50","2024-07-02 12:37:52","0,47583333333333333","614123,0","615836,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 12:12:55","2024-07-02 12:42:37","0,49583333333333335","1002457,0","1004242,0","Muro Norte","Pretil Principal T3"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-02 12:47:41","2024-07-02 13:05:02","0,04666666666666667","480477,0","480645,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 12:49:17","2024-07-02 12:52:05","0,05","615858,0","616038,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 12:55:03","2024-07-02 14:04:36","1,0708333333333333","1004276,0","1008131,0","Pretil Principal T3","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 15:03:59","2024-07-02 15:25:27","0,30527777777777776","616091,0","617190,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 15:17:23","2024-07-02 15:41:25","0,4","1008192,0","1009632,0","Sin Registro","Calama"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 15:50:59","2024-07-02 17:35:43","1,4197222222222223","617253,0","622364,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-02 15:59:06","2024-07-02 19:00:48","3,029166666666667","1009656,0","1020561,0","Calama","Parqueo Casino"
"RETRO-628","865326062202497","Retroexcavadora John Deere","2024-07-02 18:28:41","2024-07-02 18:33:29","0,0775","622368,0","622647,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 04:28:44","2024-07-03 04:32:44","0,0675","480822,0","481065,0","Sin Registro","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 08:20:04","2024-07-03 08:48:09","0,46694444444444444","1020622,0","1022303,0","Parqueo Casino","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 09:15:18","2024-07-03 10:22:02","1,0769444444444445","1022311,0","1026188,0","Pretil Principal T3","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 10:33:53","2024-07-03 10:53:31","0,32944444444444443","1026201,0","1027387,0","Sin Registro","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 11:03:39","2024-07-03 11:53:23","0,7875","1027399,0","1030234,0","Sin Registro","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 11:54:12","2024-07-03 11:55:26","0,016666666666666666","481065,0","481125,0","Pretil Principal T3","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 11:58:51","2024-07-03 12:00:42","0,029166666666666667","1030264,0","1030369,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 12:02:12","2024-07-03 12:43:12","0,6755555555555556","481299,0","483731,0","Pretil Principal T3","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 12:26:08","2024-07-03 12:34:30","0,14694444444444443","1030390,0","1030919,0","Muro Norte","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 12:49:25","2024-07-03 13:02:20","0,21666666666666667","483763,0","484543,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 13:01:14","2024-07-03 13:15:44","0,2536111111111111","1030919,0","1031832,0","Estacion de bombeo","Pretil Principal T3"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 13:09:19","2024-07-03 13:13:49","0,07472222222222222","484550,0","484819,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 13:24:21","2024-07-03 13:28:52","0,07527777777777778","484843,0","485114,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 13:38:10","2024-07-03 13:50:24","0,21472222222222223","1031848,0","1032621,0","Pretil Principal T3","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 13:42:29","2024-07-03 14:00:52","0,28444444444444444","485145,0","486169,0","Estacion de bombeo","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 14:49:36","2024-07-03 16:06:48","1,2866666666666666","1032671,0","1037303,0","Parqueo Casino","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 15:44:45","2024-07-03 16:10:00","0,42083333333333334","486206,0","487721,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 16:15:19","2024-07-03 17:13:04","0,8491666666666666","487738,0","490795,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 16:29:31","2024-07-03 17:10:11","0,5886111111111111","1037360,0","1039479,0","Sin Registro","Pretil Principal T3"
"EXCA-684","865326062171452","Excavadora Komatsu","2024-07-03 17:18:19","2024-07-03 17:19:34","0,020833333333333332","223454,0","223529,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 17:22:25","2024-07-03 17:26:10","0,0625","1039510,0","1039735,0","Pretil Principal T3","Pretil Principal T3"
"EXCA-684","865326062171452","Excavadora Komatsu","2024-07-03 17:25:24","2024-07-03 18:09:55","0,7419444444444444","223553,0","226224,0","Muro Norte","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 17:27:35","2024-07-03 17:30:29","0,043055555555555555","490814,0","490969,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 17:31:57","2024-07-03 18:14:12","0,7041666666666667","1039757,0","1042292,0","Pretil Principal T3","Pretil Principal T3"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 18:05:52","2024-07-03 18:26:45","0,3475","491029,0","492280,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-03 18:27:44","2024-07-03 18:56:31","0,4791666666666667","1042333,0","1044058,0","Pretil Principal T3","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-03 18:35:52","2024-07-03 19:20:33","0,7419444444444444","492318,0","494989,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 08:24:24","2024-07-04 08:51:28","0,4386111111111111","1044111,0","1045690,0","Parqueo Casino","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 09:24:57","2024-07-04 10:59:19","1,4244444444444444","1045698,0","1050826,0","Estacion de bombeo","Estacion de bombeo"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-04 09:28:56","2024-07-04 09:37:33","0,14583333333333334","495349,0","495874,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 11:11:20","2024-07-04 11:19:19","0,13277777777777777","1050830,0","1051308,0","Estacion de bombeo","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 11:49:41","2024-07-04 12:36:13","0,7775","1051356,0","1054155,0","Estacion de bombeo","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-04 12:34:11","2024-07-04 14:09:55","1,5925","495938,0","501671,0","Pretil Principal T3","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 12:44:37","2024-07-04 12:48:24","0,06277777777777778","1054163,0","1054389,0","Muro Norte","Muro Norte"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 13:03:19","2024-07-04 13:52:37","0,8208333333333333","1054424,0","1057379,0","Muro Norte","Parqueo Casino"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 14:31:20","2024-07-04 14:55:28","0,4002777777777778","1057415,0","1058856,0","Parqueo Casino","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 15:20:10","2024-07-04 15:29:51","0,15166666666666667","1058894,0","1059440,0","Sin Registro","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-04 15:44:44","2024-07-04 18:50:50","3,0505555555555555","1059469,0","1070451,0","Sin Registro","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-04 16:12:11","2024-07-04 16:38:00","0,42944444444444446","501732,0","503278,0","Pretil Principal T3","Relleno Pretil 2 NS"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-04 16:45:33","2024-07-04 19:23:58","2,2625","503297,0","511442,0","Relleno Pretil 2 NS","Estacion de bombeo"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 08:05:18","2024-07-05 08:43:26","0,5922222222222222","1070522,0","1072654,0","Parqueo Casino","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 08:21:33","2024-07-05 08:31:33","0,16694444444444445","511442,0","512043,0","Pretil Principal T3","Pretil Principal T3"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 08:57:16","2024-07-05 09:19:13","0,3236111111111111","1072671,0","1073836,0","Sin Registro","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 09:28:24","2024-07-05 10:09:18","0,6458333333333334","1073864,0","1076189,0","Sin Registro","Sin Registro"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 10:21:09","2024-07-05 10:41:14","0,3086111111111111","512053,0","513164,0","Pretil Principal T3","Relleno Pretil 2 NS"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 10:24:06","2024-07-05 10:25:43","0,025","1076213,0","1076303,0","Sin Registro","Sin Registro"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 10:39:32","2024-07-05 10:44:57","0,0875","1076341,0","1076656,0","Sin Registro","Relleno Pretil 2 NS"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 11:02:24","2024-07-05 11:05:34","0,05416666666666667","513252,0","513447,0","Relleno Pretil 2 NS","Relleno Pretil 2 NS"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 11:13:35","2024-07-05 11:22:55","0,15416666666666667","513457,0","514012,0","Relleno Pretil 2 NS","Relleno Pretil 2 NS"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 11:24:15","2024-07-05 11:41:05","0,27944444444444444","1076725,0","1077731,0","Pretil Diagonal","Muro Norte"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 11:28:56","2024-07-05 12:04:57","0,5755555555555556","514033,0","516105,0","Relleno Pretil 2 NS","Relleno Pretil 2 NS"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 11:49:19","2024-07-05 12:45:09","0,8855555555555555","1077759,0","1080947,0","Muro Norte","Parqueo Casino"
"RETRO-365","865167066828857","Retroexcavadora John Deere","2024-07-05 12:14:35","2024-07-05 13:03:18","0,7516666666666667","516105,0","518811,0","Relleno Pretil 2 NS","Relleno Pretil 2 NS"
"SWKS81","865413054094023","Camion Pluma Volvo","2024-07-05 13:45:05","2024-07-05 14:03:20","0,3136111111111111","1080969,0","1082098,0","Parqueo Casino","Velocidad Bypass 1"
